st_abbrev,district,state_dist,party,total_receipt,total_disbursement,cash_on_hand_cop,debt_owed_by_committee,total_contribution,total_loan,offsets_to_operating_expenditure,other_receipts,operating_expenditure,total_loan_Repayment,total_contribution_refund,other_disbursements,net_contribution,net_operating_expenditure,cash_on_hand_bop,debt_owe_to_committee,Total_population,Male,Under_5_years,5_to_9_years,10_to_14_years,15_to_19_years,20_to_24_years,25_to_34_years,35_to_44_years,45_to_54_years,55_to_59_years,60_to_64_years,65_to_74_years,75_to_84_years,85_years_and_over,One_race,White,Black_or_African_American,American_Indian_and_Alaska_Native,Asian,Native_Hawaiian_and_Other_Pacific_Islander,Some_other_race,Hispanic_or_Latino_of_any_race,State_of_residence,Different_state1,Born_in_PR__US_Is_areas_or_abroad_to_US_parents,American,Arab,Czech,Danish,Dutch,English,French_except_Basque,French_Canadian,German,Greek,Hungarian,Irish,Italian,Lithuanian,Norwegian,Polish,Portuguese,Russian,ScotchIrish,Scottish,Slovak,Subsaharan_African,Swedish,Swiss,Ukrainian,Welsh,West_Indian_excluding_Hispanic_origin_groups,Civilian_veterans,Total_civilian_noninstitutionalized_population,With_a_disability1,Same_house,Same_county,Same_state,Abroad,Unemployed,Armed_Forces,Not_in_labor_force,Car__truck__or_van__drove_alone,Public_transportation_excluding_taxicab,Walked,Other_means,Worked_at_home,Mean_travel_time_to_work_minutes,Management__business__science__and_arts_occupations,Service_occupations,Sales_and_office_occupations,Natural_resources__construction__and_maintenance_occupations,Production__transportation__and_material_moving_occupations,Agriculture__forestry__fishing_and_hunting__and_mining,Construction1,Manufacturing1,Wholesale_trade1,Retail_trade1,Transportation_and_warehousing__and_utilities1,Information1,Finance_and_insurance__and_real_estate_and_rental_and_leasing,Prof__scientific__and_mngmnt__and_admin_and_waste_mngmnt_ser,Educational_services__and_health_care_and_social_assistance,Arts_Entmt_and_recreation_and_accommodation_and_food_services,Other_services__except_public_administration,Public_administration,Private_wage_and_salary_workers,Government_workers,Selfemployed_in_own_not_incorporated_business_workers,Unpaid_family_workers,Total_housing_units,Rental_vacancy_rate,Owneroccupied,Average_household_size_of_owneroccupied_unit,Average_household_size_of_renteroccupied_unit,Moved_in_2015_or_later,Moved_in_2010_to_2014,Moved_in_2000_to_2009,Moved_in_1990_to_1999,Moved_in_1980_to_1989,Moved_in_1979_and_earlier,Less_than_50_000,50_000_to_99_999,100_000_to_149_999a,150_000_to_199_999,200_000_to_299_999,300_000_to_499_999,500_000_to_999_999,1_000_000_or_more,Median_dollars1,Housing_units_with_a_mortgage,Median_dollars2,Median_dollars3,Occupied_units_paying_rent,Median_dollars4,No_rent_paid,Less_than_10_000,10_000_to_14_999,15_000_to_24_999,25_000_to_34_999,35_000_to_49_999,50_000_to_74_999,75_000_to_99_999,100_000_to_149_999b,150_000_to_199_000,200_000_or_more,With_private_health_insurance,With_public_coverage,No_health_insurance_coverage1,All_families,Less_than_9th_grade,9th_to_12th_grade__no_diploma,High_school_graduate_includes_equivalency,Some_college__no_degree,Associate_s_degree,Bachelor_s_degree,Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Percent_bachelor_s_degree_or_higher,Total_for_all_sectors2,Agriculture__forestry__fishing_and_hunting2,Mining__quarrying__and_oil_and_gas_extraction2,Utilities2,Construction3,Manufacturing3,Wholesale_trade3,Retail_trade3,Transportation_and_warehousing2,Information3,Finance_and_insurance2,Real_estate_and_rental_and_leasing2,Professional__scientific__and_technical_services2,Management_of_companies_and_enterprises2,Admin_and_support_and_waste_mngmt_and_remediation_services2,Educational_services2,Health_care_and_social_assistance2,Arts__entertainment__and_recreation2,Accommodation_and_food_services2,Other_services_except_public_administration2,Industries_not_classified2
NH,2,NH_02,DEM,3212460,2775340,1505550,0,3151680,0,4267.17,11741.8,2216290,0,20222.8,538830,3131460,2212020,1068430,0,669601,331504,31124,34572,38068,44230,42498,75174,75168,97097,58687,48984,73798,33378,16823,654883,620080,11373,1168,19374,227,2661,27129,275964,343134,6169,25730,4339,2482,2471,8037,112625,83858,63471,63487,7983,1809,122751,58152,4668,7739,29211,9768,7871,7486,25993,635,2701,12576,1180,2828,6549,3122,46016,660174,85883,574340,46709,13430,3575,13731,322,190046,279384,2427,9964,5485,23383,26.8,144770,56506,79294,32157,42332,4351,25094,41949,10722,42844,12206,7023,21198,35840,93009,27482,16850,16491,280770,49993,23673,623,312174,4,186910,2.64,2.11,62421,53580,65577,34506,21941,21596,8199,9909,16844,27729,61762,47796,12053,2618,250500,119183,1830,765,69711,1041,3000,8361,7723,22214,21462,27705,44666,36933,48071,21611,20875,508358,209042,37504,4,9542,23279,139177,83814,50199,105146,67952,93.1,36.1,12917830,25811,10031,73549,756667,2623816,761612,1366094,191362,476752,611361,130136,1000634,294731,569783,656317,2418123,128256,483826,338195,774
NJ,1,NJ_01,DEM,2032450,1268100,863822,0,2029300,0,1705.45,1454.24,1162590,15161.8,1200,89145,2028100,1160880,99462.7,0,729675,353833,41427,43327,49062,47241,45246,96605,93258,101008,50516,47506,65714,35419,13346,707237,501645,123169,1519,40045,622,40237,102642,398053,235497,24972,15467,3398,2575,1507,4141,53780,11449,1907,107721,4312,3463,144324,126907,3668,2662,41959,2946,9733,4453,8469,1300,6066,4565,947,4539,4652,9336,35033,723597,94173,635549,45232,22092,5294,24859,180,197992,280187,21803,6145,5527,14850,29.9,149864,55672,89531,27317,41732,856,20419,28737,13624,45215,20979,8808,26310,44580,93713,28547,14560,17768,301334,48331,13633,818,296082,3.6,187543,2.78,2.31,61333,51229,73341,40176,22584,24562,5517,14746,28667,43766,57900,30557,5284,1106,201600,130327,1844,876,82937,1058,2745,17233,10263,22433,22734,28145,45140,35360,47271,23222,21424,529510,246201,39829,7.7,16968,32112,153111,98246,38027,103373,61535,90.2,32.8,12103284,1685,541,151549,924810,1133791,1054248,1143229,422913,279383,468750,193546,1373915,768746,583075,139098,2658464,75465,402561,326881,634
NJ,10,NJ_10,DEM,485601,468615,91958.5,0,485001,0,0,600,468615,0,0,0,485001,468615,74972.7,0,781893,373634,50861,49600,51345,52055,54270,122405,107348,104718,48667,42292,57468,29777,11087,763484,217684,404441,2110,59727,291,79231,165083,380954,143883,23205,31419,10492,792,335,1367,8771,2030,619,18352,3094,1756,30463,32147,1174,779,15172,9212,4839,1026,1928,1831,39861,699,151,1984,386,70993,17392,771655,86232,681205,49219,13409,10312,35108,290,215067,201559,99036,16292,7052,9520,35.2,127504,76726,94166,18905,51348,717,14771,22275,8099,42260,37457,9369,27516,43152,94585,34192,16218,18038,294436,58250,15656,307,308394,4.8,107719,3.16,2.55,75204,66264,67562,30194,16111,17425,3131,2201,6405,12990,35243,31748,13192,2809,283000,76277,2334,1051,161810,1124,3231,27872,14269,25464,25207,33655,42422,30164,37807,16802,19098,447358,299408,86338,13.7,29948,41921,159508,98807,33357,105705,54516,86.3,30.6,10703553,NULL,0,401431,427803,775909,606225,642082,847158,290901,1838159,182312,1186323,82172,375994,332361,1870498,189394,335560,318091,1052
NJ,11,NJ_11,DEM,7645690,5923520,1730520,0,6593330,0,12678,0,5777500,0,58516.3,87500,6534810,5764830,0,0,729569,356594,36855,40627,43857,46491,43546,76020,92421,113226,57964,47822,71354,38105,21281,715024,597063,26686,1510,78160,355,11250,83359,418810,155381,9908,22127,8548,3986,2036,13994,44889,8919,2390,88651,7778,7968,115034,172110,3954,4110,46919,5101,22707,2317,9629,3379,3791,5890,1793,8094,2192,6704,25474,722148,60372,661722,28342,20277,4245,15714,0,193943,298978,29304,5930,2099,23709,31.8,207604,49959,87567,20931,22636,815,21115,38386,12854,35074,13644,12898,40087,61826,95146,26884,15788,14180,322445,47716,18032,504,281738,4.8,202641,2.86,2.13,51754,52930,67819,46323,20939,26032,1780,1151,2706,7487,23290,84791,70484,10952,448300,138152,2836,1204,60589,1516,2567,6325,4159,10391,12732,19443,32906,31426,55296,34628,58491,612225,167785,29439,2.2,13304,13579,108683,69127,32530,161044,119926,94.8,54.2,30861469,574,15376,42955,1094421,1608531,4304145,1400462,506581,777526,3476809,588658,5657787,4759284,1343948,441118,3196407,409894,635273,601064,656
NJ,12,NJ_12,DEM,843037,649864,272187,7550,842014,0,1023.56,0,532879,0,14832.4,102152,827182,531855,79012.9,0,758189,375200,41935,43867,50637,53344,47220,93032,103204,111957,47913,45451,67989,34500,17140,741120,449561,135657,1042,127097,421,27342,140606,361704,169403,13761,22642,10923,1959,1897,4988,28486,6654,461,57308,4185,10691,66995,91238,1915,3278,41393,4959,17186,2104,7150,4583,12482,3921,1541,5408,2223,14778,23602,751653,72532,653552,49395,23270,8460,18261,0,218413,260358,31735,12916,5951,20085,32.8,174338,53229,84928,24824,36717,1222,18731,35917,13424,36617,21937,12015,33324,56752,89694,24919,15134,14350,314454,45515,13668,399,291473,3.4,173037,2.85,2.67,63823,54943,71670,36779,16816,19582,3138,7076,6171,12703,39590,63593,37146,3620,345900,115216,2383,1020,87114,1361,3462,12344,7540,15463,16189,26231,40264,29684,49398,26654,39846,559273,217780,56136,5.1,22287,25100,131256,77550,32117,129394,103482,90.9,44.7,22656398,3230,17957,380376,605002,1220802,4684985,926197,512272,800990,1998029,237915,4694092,1258485,892836,1392854,1989749,105948,412528,521267,884
NJ,2,NJ_02,DEM,1677440,1490430,186984,0,1638410,0,1876.37,0,1374380,0,10637.7,105410,1627780,1372510,0,0,713380,348788,38204,44362,42111,44975,43484,83553,84001,97037,51797,53544,75466,38957,15889,693862,537329,90530,3937,28672,440,32954,117528,426748,192411,20367,26603,1077,1120,1582,6924,53641,8944,3614,105089,4133,3728,140859,130627,3404,3728,33036,2330,8172,4801,9035,1974,2371,5301,1386,5160,4857,5905,36959,696074,97214,613721,53180,22801,4944,27541,1367,224091,262256,10663,8821,5296,10411,26,114494,73057,74196,34762,32136,5161,24377,22875,10006,38044,16498,4551,15112,28232,86419,44788,13562,19020,253036,58474,16590,545,386133,9.7,188157,2.67,2.5,57663,50550,70817,38163,20811,25362,7673,13037,23394,37109,52873,34823,15129,4119,222800,117348,1846,805,71495,1060,3714,17182,11416,25540,22639,28670,41495,34242,46639,18281,17262,471536,270870,53045,10.3,22900,35247,163442,98514,39898,88017,52226,88.4,28,9074362,12852,14519,379142,783370,827998,544154,990666,293996,131196,351683,149709,518630,114668,320299,87465,1777756,111920,1396457,266997,885
NJ,3,NJ_03,DEM,5222900,4468830,754071,0,4676590,0,350.34,300,4429090,0,34377.3,5355,4642210,4428740,0,0,746035,364433,36603,41204,46265,44563,45511,86102,85764,107183,57551,52011,80072,45505,17701,724854,597209,87268,408,26236,304,13429,62346,454047,214421,10956,20578,6480,2473,2326,8259,58952,14395,3873,119205,4933,11204,160462,159652,2902,4680,52204,5914,11229,4309,12882,3060,11186,7639,2044,6316,5027,6699,47920,729149,93116,662507,43641,17506,3204,19509,5030,224092,300606,9524,5027,4496,17536,30.6,150157,64893,90983,26118,32489,835,22751,23164,9464,46026,19636,7910,27639,42980,94265,29731,15297,24942,286778,60724,16309,829,321620,3.8,223243,2.62,2.58,56191,50139,82631,45637,22985,22140,6166,5308,18774,34479,70990,64859,20441,2226,262900,149809,1973,821,53673,1420,2807,10034,7636,17991,16805,27366,47726,42272,55719,25424,28750,577186,234211,35390,4.1,12796,22396,165085,102625,49283,117468,62236,93.4,33.8,11954064,5862,4720,210058,637358,992459,881899,1144227,395079,363437,1693256,300230,1117728,545183,556642,82404,2251861,98169,389861,283136,495
NJ,4,NJ_04,REP,1178130,1002110,448407,0,1176630,0,0,1501.88,983217,0,2935,15957,1173690,983217,272389,0,756825,363999,52005,50019,48115,47121,45585,86928,80725,104265,57039,49654,71588,42844,20937,741065,634911,49970,685,35782,112,19605,81955,452133,200095,12453,35063,7459,2572,1540,6995,43807,9711,2999,85135,5359,15867,136643,161562,3716,6298,57252,2990,18753,3068,9141,4322,5320,5953,1068,6353,2124,7392,34843,750791,76281,675049,39569,19004,2871,20618,1049,209176,275175,19491,5931,6016,21005,31.9,164707,60519,87313,27524,25731,1482,25097,20526,9655,39260,16842,10850,32767,48542,92573,32339,15549,20312,293326,52537,19523,408,299044,3.1,204608,2.74,2.75,56154,54823,80729,45201,18199,18214,8340,6267,9213,11644,37188,73610,49752,8594,372500,132219,2415,913,64733,1354,3979,11076,7525,18689,18478,25044,39783,34377,48136,30077,40135,559071,260348,42748,6.2,14603,24416,131624,89696,38185,136155,79301,92.4,41.9,13628185,3744,8832,165274,1308949,855440,675675,1473510,338607,874514,1046471,312525,1636550,328194,679164,310774,2501214,187761,477129,443159,699
NJ,5,NJ_05,DEM,6536860,1777180,4838770,0,6355880,0,89761.8,30604.6,1694170,0,73875,9133,6282000,1604410,79085.1,0,746385,360780,38842,43687,51912,50967,43318,72961,94439,117246,54688,53335,68671,37026,19293,732261,590207,39097,958,87862,252,13885,113775,387132,195272,10088,28710,8522,2518,1274,17312,36428,9368,2028,89884,7453,10161,122925,146026,2080,3593,47447,3051,24274,2901,8438,2398,3157,6587,1854,7855,2164,9585,26860,738038,63249,672026,34822,16061,5310,16792,109,206231,270346,40616,8050,4460,19438,34.6,181914,51883,93322,24582,26858,1376,20581,30985,13227,44691,18663,11178,34306,51963,96440,25179,17236,12734,310364,49120,18802,273,280817,2.8,195819,2.94,2.38,51582,49641,66587,44581,21479,27392,1924,1469,4678,10205,29978,75753,58859,12953,429100,132473,2746,1179,63156,1441,2287,8751,5495,12708,14786,19566,34522,33842,52266,31527,47799,596122,184456,40674,4,15703,16662,121752,79876,34333,152591,96742,93.7,48.2,16918124,2338,8531,147045,864165,1081480,2042633,1546287,330790,484977,1065841,221233,1752284,1973885,663548,387055,3322161,124070,496229,401566,2006
NJ,6,NJ_06,DEM,2516750,1328570,2227400,0,2516700,0,2.87,46.35,854312,0,7600,466655,2509100,854309,1039220,0,742483,364519,42321,45288,44307,49562,55213,103981,98382,98902,53873,47671,62931,26746,13306,723176,462121,76555,1708,149051,78,33663,166953,360805,143869,18229,21406,8588,1870,1933,2773,18693,4511,2457,50518,3602,11991,86717,102754,1618,3086,38400,6916,12014,1937,6084,4461,11178,2731,815,4504,1641,12539,20889,735163,71333,656874,40087,19546,7067,18890,344,210654,264310,35597,6907,9701,14671,33.5,165427,52149,80838,25631,47212,487,19130,30242,13426,39498,29849,12180,28891,57810,82032,28226,15872,13614,310026,47794,13109,328,274334,3.2,159743,2.85,2.71,61253,55247,60745,34955,19842,22823,2734,1533,3643,7893,44515,70261,26264,2900,342300,107116,2282,1023,93211,1413,1911,15667,6500,15820,17517,20968,39138,34064,45873,27764,31554,544674,204035,56987,7.8,27499,27063,128936,77362,33968,124048,86916,89.2,41.7,18715810,NULL,NULL,186438,1039662,1206942,2439811,960871,910784,938515,1038415,312512,4021065,1225268,842185,209699,2369321,84768,446750,481523,401
NJ,7,NJ_07,DEM,5267830,4433550,834275,0,4569260,0,0,0.47,4396440,0,33467.8,3650,4535790,4396440,0,0,754222,370750,37694,41758,56521,51367,42365,73631,93085,120657,63660,52202,68374,35515,17393,737228,597367,37641,739,81327,119,20035,90535,422835,177773,9804,35971,6344,3770,2344,10441,46415,11258,2527,102864,6726,12448,117388,132734,4408,6687,52245,12816,16524,2672,10099,5286,3051,7340,1747,8199,3742,4793,24837,745523,65006,684814,22668,20976,6427,17366,169,200676,297033,26640,6315,3598,26671,34,204311,53966,85630,18650,27716,1328,16289,40528,12509,39205,17327,14633,42907,59402,87552,27552,17956,13085,319658,48729,21230,656,284775,5.7,205979,2.92,2.39,50449,46787,72142,49829,21771,24277,1756,1967,3782,7970,30932,72700,72199,14673,449600,141352,2767,1170,56928,1400,2348,7547,5313,12565,11746,17829,30539,30505,51956,34165,63090,619619,175821,34198,3.5,15958,14744,111163,73836,33780,151275,123761,94.1,52.4,26928146,6051,3120,152865,1310876,2223981,3092308,1469353,437876,2397019,2497190,256767,4109727,3694177,1148525,231934,2664179,173381,554413,503255,1149
NJ,8,NJ_08,DEM,385908,402874,273321,0,385727,0,0,181.54,345478,0,500,56896.2,385227,345478,290287,0,777484,387779,54555,46086,43197,40477,50532,153929,125432,97222,42196,41994,47747,24708,9409,748250,445341,72821,2122,70743,285,156938,423683,280567,115054,37250,24763,11837,630,651,2999,8287,5132,1160,23147,3062,1508,33146,44909,1201,888,17464,17541,4877,1026,2901,469,6431,1244,520,1640,643,12126,13542,771339,69698,678297,45090,12516,14379,21628,83,192781,172503,141455,30592,16647,10913,34,145232,76927,87930,36395,65643,467,30954,35527,15014,40624,35166,11773,42084,56723,73952,36010,19135,14698,353398,41608,16803,318,307029,4.9,79520,2.97,2.69,92967,74101,60684,24209,12856,12579,1647,843,3389,5025,17252,29774,17638,3952,361700,55627,2616,1089,195138,1295,2738,21406,11657,26813,25764,34767,44707,29507,35433,19245,28097,433904,266998,114112,12.5,63936,42181,152316,73063,24338,120030,66773,80.4,34.4,17263266,0,0,87298,681685,666617,1021654,741797,2687583,573258,5864430,200295,986773,488637,630251,346164,1458639,61795,434837,330003,1550
NJ,9,NJ_09,DEM,1553580,1183700,1704910,20000,1553460,0,0,116.8,798880,0,10450,374369,1543010,798880,1335040,0,769504,376539,49059,43806,46875,47687,50770,113247,101732,104539,54480,44095,64195,33615,15404,748495,481800,73737,1105,101559,492,89802,291968,330536,118586,23620,13140,17658,1869,215,5371,9787,4612,621,34390,5152,4613,48651,79221,1367,2113,39609,6908,13251,1102,4184,1349,11172,2347,754,5248,831,12154,17932,767302,65186,692723,38641,13463,6726,16524,56,217228,245870,55202,17109,7472,12861,29.8,142571,60266,85877,30849,67163,437,22094,43002,17396,41114,27317,12404,29776,46054,86952,27833,20135,12212,328535,38582,19137,472,284452,3.5,125920,2.96,2.75,69414,64417,66534,30080,16262,21509,2252,1895,2539,6267,25109,57307,25829,4722,372400,79484,2506,1119,138657,1293,3639,17289,11361,24998,20868,27497,42607,34609,42851,22293,23843,462065,264736,99172,12,42207,34655,169982,75938,28332,117799,62394,85.5,33.9,16605791,254,1942,NULL,1109078,1634447,2796452,1086536,952190,746504,701570,445585,1553768,1518892,652202,179767,2000935,324338,422090,337025,1091
NM,1,NM_01,DEM,1940180,1797150,143028,0,1909370,0,1936.02,227.98,1560930,0,9850.17,226371,1899520,1559000,0,0,696688,339901,39238,38143,46952,43810,44427,99264,90021,86201,49291,46523,69407,32511,10900,671794,545988,19113,30772,15319,484,60118,347776,373211,245713,10428,28171,1797,1942,2517,4000,44290,11170,2584,65100,1319,1078,51922,19085,786,5969,8442,1041,1591,4958,10833,864,5487,5190,1411,1191,5043,664,49420,689647,103327,602486,55842,10376,2759,17755,2217,223114,252521,4932,6245,5313,18603,23,133483,62196,77395,26811,20834,3160,24838,11911,5686,33660,10776,6325,18492,44343,86500,36727,19369,18932,238794,61587,19870,468,305319,7.3,174899,2.63,2.33,81319,56679,67736,33314,16977,16610,10387,12560,30063,37853,43198,28499,10454,1885,194700,110423,1307,392,93182,836,4554,22439,14853,29701,30857,37943,46681,31468,34317,13726,10650,411083,309603,50799,11.3,19725,30551,116263,114061,38964,88503,76051,89.6,34,11552041,1575,17459,144803,848227,625401,602623,1050671,265093,337158,643023,163945,2442680,288289,526629,116376,2401258,114705,638807,322953,366
NM,2,NM_02,DEM,3813000,2809810,1003190,82289.2,3593350,0,4057.09,0,2792600,0,17204.2,0,3576140,2788540,0,0,694692,352744,44948,50037,50949,53668,53733,88940,77517,72903,43985,42979,66189,35085,13759,676155,581641,14898,35860,4968,428,38360,384277,354028,252204,7265,26384,3273,1456,984,4396,37614,6780,1904,47320,972,845,34631,10392,451,3005,4152,973,1438,4532,9459,194,1744,3174,196,167,2035,309,52007,677110,120013,584676,53778,20408,5743,21072,3284,247075,215258,1564,4549,6379,12358,21.2,82680,62168,59855,33478,30599,15184,16624,12430,3870,30692,14556,4440,8472,22718,70341,33723,14576,21154,188545,62074,17852,309,314781,11.2,168835,2.71,2.8,67567,47995,60499,31905,18409,19569,23026,35850,36044,31127,23954,14569,3370,895,133400,77763,1079,307,68405,727,8704,26006,15371,32605,30174,35294,43914,23500,26406,7099,5575,342650,365559,61629,17,37514,43405,128629,107388,38499,53497,32425,81.7,19.5,6009000,6963,761513,86641,502486,351978,210590,713262,275477,74835,235597,107566,371388,46974,289876,54889,1319794,59882,373379,165371,539
NM,3,NM_03,DEM,1861320,2064650,565858,0,1839710,0,2962.19,150,1186790,0,5,76850,1839700,1183830,769188,0,696690,341499,42241,46790,46806,48910,45943,85859,82606,80680,48239,46538,76575,32608,12895,670556,454391,10420,133255,9140,772,62578,286291,405992,237292,6429,29039,979,1503,1969,4524,40030,9637,1545,50314,1243,1481,36597,14606,639,3629,5264,2108,2247,5115,9857,303,1682,3875,1300,682,2076,696,46883,687544,99016,614398,36730,16091,2086,22238,2887,244956,220367,2735,6795,3707,13167,22.5,109454,56850,63716,29568,21005,11685,16199,11599,4464,34233,10890,3070,14697,33638,66095,33892,12542,27589,190430,72247,17639,277,317876,6.3,177716,2.83,2.54,58138,48656,64759,38375,20073,19125,21099,18697,24227,30908,40592,27496,9629,5068,189500,91460,1308,330,62990,887,8420,25970,14048,26849,29121,33275,42100,28386,28844,10953,9580,364809,336006,74568,17.1,23566,38804,125707,111831,40068,69995,56029,86.6,27,7046107,5921,336305,151403,362490,319554,221905,805181,175925,113657,376520,115436,1310002,79728,229854,103867,1453352,126179,518035,240334,459
NV,1,NV_01,DEM,651693,654274,246168,0,647159,0,4533.7,0,462374,0,2850,189050,644309,457841,248749,0,720730,366395,42017,42498,46399,42595,53269,118675,94706,102842,44869,39452,56626,28153,8629,686564,347135,85892,9869,60831,6378,176459,333838,166156,310507,12624,20034,2035,919,1854,4002,23370,9613,1787,41867,2113,2074,35804,21310,943,4271,8643,1851,4869,3516,4325,209,18338,4015,461,855,2375,1597,36061,714408,96594,572133,100948,964,4319,28537,376,201768,249862,22561,8857,13739,8722,24.9,63766,127866,81754,33106,42734,352,27814,11995,4243,38177,23916,4409,15610,39153,42589,116150,19668,5150,306297,23006,19627,296,306905,8.1,107502,2.9,2.62,109210,69161,44681,22553,7652,6202,8234,9693,17280,27556,29769,10266,3546,1158,180900,66775,1194,377,148631,909,3326,25690,15124,31934,34039,44536,48496,26408,20370,6741,6121,362954,275408,129751,14,48420,59676,166308,113993,27970,51428,26157,78.1,15.7,17285142,1543,4267,154884,981243,238576,369394,1394045,460469,275367,471575,514631,978477,754994,816242,78492,2057092,732272,6660731,339482,1366
NV,2,NV_02,REP,1182250,960950,366495,9000,1175710,0,6535.2,0,912048,0,27650,21251.9,1148060,905513,145197,0,720704,367100,42138,43723,43880,43092,45008,99939,87466,93304,54390,45613,77143,33691,11317,691431,580440,13900,18840,28963,3806,45482,165813,226352,403111,10012,39155,1746,2199,8191,10831,69862,18225,2629,98868,3197,2621,82957,40979,1396,16139,14578,7906,4598,9210,14637,1163,4076,13377,2945,750,5853,764,53592,712107,85748,589130,72406,19757,2729,19137,1252,206753,270541,9503,7635,5632,15142,23.7,113666,72218,82908,40565,45558,15315,27124,26887,11170,42372,19969,4649,18270,32054,67130,55509,15160,19306,282414,53676,18498,327,313435,5.5,174800,2.56,2.43,98879,70074,63125,30450,11555,8043,7715,7652,11421,16654,48169,56384,21630,5175,291900,115110,1456,405,104793,972,2533,13459,10364,24509,24663,37758,58229,36750,46317,15188,14889,493311,231937,68443,6.1,18970,37186,132466,131273,44267,89351,49350,88.8,27.6,11994974,3318,944369,154664,968297,1417371,734836,1058862,710538,318740,543795,230125,822753,219513,559178,67709,1690485,204576,1026128,317862,1855
NV,3,NV_03,DEM,4592880,4373200,219683,10000,3839100,0,54.13,0,4349890,0,21309.9,2000,3817790,4349830,0,0,803545,393144,45745,53262,46632,46390,41933,115071,115823,106291,49402,48500,82872,38800,12824,762468,536054,62540,1408,118003,6412,38051,135154,174587,462652,18979,25276,4333,2860,4678,5067,59899,14194,4006,89431,4325,3702,72960,62775,1348,10252,23667,3276,10507,3937,13436,922,9830,8813,1711,2049,4605,1755,52129,800901,90488,655726,94068,1419,4667,18368,603,230426,320481,4670,6573,7016,23732,22.4,143922,95850,108861,20927,28174,566,18360,15014,8086,45944,23798,7665,28552,47366,68298,104205,15759,14121,332005,42355,22892,482,343067,8.4,181184,2.75,2.6,119414,79809,70986,22232,4013,1305,3305,2846,7530,14514,62215,66777,19916,4081,300400,135446,1602,448,113471,1275,3104,13149,7546,18022,25225,35490,58574,44227,51912,20401,23213,594089,233141,61301,6.7,14302,24671,144648,149895,49388,124240,62439,93.2,32.8,12383743,2000,14635,79606,1295725,467640,647989,1050906,757297,292948,888415,464831,1311530,629417,1034214,162615,1360552,280988,1386118,255424,893
NV,4,NV_04,DEM,1862880,1474630,388252,28276.1,1793260,0,2183.12,0,1463650,0,10434.1,550,1782830,1461460,0,0,753060,379613,54155,54489,53301,49207,45126,102375,102011,94278,47729,41765,69954,30197,8473,718373,473230,112218,7793,47228,4165,73739,229858,209845,396116,11079,24997,1367,1636,8116,8266,54332,14514,2566,76832,2383,2014,58547,29888,615,6912,11327,3632,4158,3552,13482,618,6533,7366,2315,991,3829,2574,60135,734820,90039,613174,90294,3211,5437,23990,5603,228519,260267,6528,4132,6843,12688,26.1,90720,85197,79081,32181,35802,4543,26360,12017,6708,37999,18186,3891,16847,35226,54095,72316,15730,19063,263125,44823,14576,457,286326,4.7,155823,2.85,2.97,93424,70337,57822,27500,3190,2996,7326,8664,14049,25596,57549,33565,7501,1573,234600,110055,1381,369,96000,1110,3446,16109,8776,22399,21594,34549,53611,37616,38375,14417,7823,470794,271980,73129,10.4,25662,44130,149424,123368,43883,75091,35224,86,22.2,5880627,1411,174066,99022,597329,248567,357680,626759,357171,174210,266294,135695,555606,166951,391255,93157,885082,111216,470322,168458,376
NY,1,NY_01,REP,4232960,3180380,1425660,0,3811310,0,31903.6,18837.5,3169970,0,6825.87,0,3804480,3138060,373088,0,718652,358518,34921,38442,41719,50203,49592,80030,80947,112017,55174,48242,72369,38099,16897,706973,627374,37140,1672,27503,0,13284,106619,563907,48601,8898,38098,2673,2706,1303,5955,38692,10214,2610,109741,7909,5178,145172,186703,2205,5690,37075,2676,13622,2645,9157,619,3741,4487,1508,3449,1223,8513,32539,712390,72048,667776,30891,7595,2668,13880,553,222645,289346,14397,5249,3434,16714,32.4,147128,60031,85683,34803,28766,1846,29433,22996,9663,40022,16996,8502,22507,44723,99918,25451,16061,18293,267827,71127,17087,370,310760,6.2,196459,2.94,2.63,35723,42613,66707,44526,22970,30413,2780,2739,5758,7029,34044,86914,45210,11985,386200,124232,2575,1038,42740,1717,3753,9554,6840,13052,12978,22576,34933,29890,47919,30537,34673,562774,217770,31850,4.6,17458,24987,138437,88918,49068,102279,82628,91.6,36.7,12700193,5877,8992,63368,1205893,1028932,972218,1257318,237078,229031,1909988,138998,1093056,107376,556681,125456,2630746,190179,617114,320697,1195
